 format: day,hour,forecast,value  location:62_71 Start : 20200801 
 29,0500,+22,0.000000 
 29,0500,+28,0.000000 
 29,0500,+34,0.000000 
 29,0500,+40,0.000000 
 29,0500,+46,0.000000 
 29,0500,+52,0.000000 
 29,0500,+58,0.000000 
 29,0800,+7,0.000000 
 29,0800,+13,0.000000 
 29,0800,+19,0.000000 
 29,0800,+25,0.000000 
 29,0800,+31,0.000000 
 29,0800,+37,0.000000 
 29,0800,+43,0.000000 
 29,0800,+49,0.000000 
 29,0800,+55,0.000000 
 29,1100,+4,0.000000 
 29,1100,+10,0.000000 
 29,1100,+16,0.000000 
 29,1100,+22,0.000000 
 29,1100,+28,0.000000 
 29,1100,+34,0.000000 
 29,1100,+40,0.000000 
 29,1100,+46,0.000000 
 29,1100,+52,0.000000 
 29,1400,+7,0.000000 
 29,1400,+13,0.000000 
 29,1400,+19,0.000000 
 29,1400,+25,0.000000 
 29,1400,+31,0.000000 
 29,1400,+37,0.000000 
 29,1400,+43,0.000000 
 29,1400,+49,0.000000 
 29,1700,+4,0.000000 
 29,1700,+10,0.000000 
 29,1700,+16,0.000000 
 29,1700,+22,0.000000 
 29,1700,+28,0.000000 
 29,1700,+34,0.000000 
 29,1700,+40,0.000000 
 29,1700,+46,0.000000 
 29,2000,+7,0.000000 
 29,2000,+13,0.000000 
 29,2000,+19,0.000000 
 29,2000,+25,0.000000 
 29,2000,+31,0.000000 
 29,2000,+37,0.000000 
 29,2000,+43,0.000000 
 29,2000,+49,0.000000 
 29,2000,+55,0.000000 
 29,2000,+61,0.000000 
 29,2000,+67,0.000000 
 29,2300,+4,0.000000 
 29,2300,+10,0.000000 
 29,2300,+16,0.000000 
 29,2300,+22,0.000000 
 29,2300,+28,0.000000 
 29,2300,+34,0.000000 
 29,2300,+40,0.000000 
 29,2300,+46,0.000000 
 29,2300,+52,0.000000 
 29,2300,+58,0.000000 
 29,2300,+64,0.000000 
 30,0200,+7,0.000000 
 30,0200,+13,0.000000 
 30,0200,+19,0.000000 
 30,0200,+25,0.000000 
 30,0200,+31,0.000000 
 30,0200,+37,0.000000 
 30,0200,+43,0.000000 
 30,0200,+49,0.000000 
 30,0200,+55,0.000000 
 30,0200,+61,0.000000 
 30,0500,+4,0.000000 
 30,0500,+10,0.000000 
 30,0500,+16,0.000000 
 30,0500,+22,0.000000 
 30,0500,+28,0.000000 
 30,0500,+34,0.000000 
 30,0500,+40,0.000000 
 30,0500,+46,0.000000 
 30,0500,+52,0.000000 
 30,0500,+58,0.000000 
 30,0800,+7,0.000000 
 30,0800,+13,0.000000 
 30,0800,+19,0.000000 
 30,0800,+25,0.000000 
 30,0800,+31,0.000000 
 30,0800,+37,0.000000 
 30,0800,+43,0.000000 
 30,0800,+49,0.000000 
 30,0800,+55,0.000000 
 30,1100,+4,0.000000 
 30,1100,+10,0.000000 
 30,1100,+16,0.000000 
 30,1100,+22,0.000000 
 30,1100,+28,0.000000 
 30,1100,+34,0.000000 
 30,1100,+40,0.000000 
 30,1100,+46,0.000000 
 30,1100,+52,0.000000 
 30,1400,+7,0.000000 
 30,1400,+13,0.000000 
 30,1400,+19,0.000000 
 30,1400,+25,0.000000 
 30,1400,+31,0.000000 
 30,1400,+37,0.000000 
 30,1400,+43,0.000000 
 30,1400,+49,0.000000 
 30,1700,+4,0.000000 
 30,1700,+10,0.000000 
 30,1700,+16,0.000000 
 30,1700,+22,0.000000 
 30,1700,+28,0.000000 
 30,1700,+34,0.000000 
 30,1700,+40,0.000000 
 30,1700,+46,0.000000 
 30,2000,+7,0.000000 
 30,2000,+13,0.000000 
 30,2000,+19,0.000000 
 30,2000,+25,0.000000 
 30,2000,+31,0.000000 
 30,2000,+37,0.000000 
 30,2000,+43,0.000000 
 30,2000,+49,0.000000 
 30,2000,+55,0.000000 
 30,2000,+61,0.000000 
 30,2000,+67,0.000000 
 30,2300,+4,0.000000 
 30,2300,+10,0.000000 
 30,2300,+16,0.000000 
 30,2300,+22,0.000000 
 30,2300,+28,0.000000 
 30,2300,+34,0.000000 
 30,2300,+40,0.000000 
 30,2300,+46,0.000000 
 30,2300,+52,0.000000 
 30,2300,+58,0.000000 
 30,2300,+64,0.000000 
 31,0200,+7,0.000000 
 31,0200,+13,0.000000 
 31,0200,+19,0.000000 
 31,0200,+25,0.000000 
 31,0200,+31,0.000000 
 31,0200,+37,0.000000 
 31,0200,+43,0.000000 
 31,0200,+49,0.000000 
 31,0200,+55,0.000000 
 31,0200,+61,0.000000 
 31,0500,+4,0.000000 
 31,0500,+10,0.000000 
 31,0500,+16,0.000000 
 31,0500,+22,0.000000 
 31,0500,+28,0.000000 
 31,0500,+34,0.000000 
 31,0500,+40,0.000000 
 31,0500,+46,0.000000 
 31,0500,+52,0.000000 
 31,0500,+58,0.000000 
 31,0800,+7,0.000000 
 31,0800,+13,0.000000 
 31,0800,+19,0.000000 
 31,0800,+25,0.000000 
 31,0800,+31,0.000000 
 31,0800,+37,0.000000 
 31,0800,+43,0.000000 
 31,0800,+49,0.000000 
 31,0800,+55,0.000000 
 31,1100,+4,0.000000 
 31,1100,+10,0.000000 
 31,1100,+16,0.000000 
 31,1100,+22,0.000000 
 31,1100,+28,0.000000 
 31,1100,+34,0.000000 
 31,1100,+40,0.000000 
 31,1100,+46,0.000000 
 31,1100,+52,0.000000 
 31,1400,+7,0.000000 
 31,1400,+13,0.000000 
 31,1400,+19,0.000000 
 31,1400,+25,0.000000 
 31,1400,+31,0.000000 
 31,1400,+37,0.000000 
 31,1400,+43,0.000000 
 31,1400,+49,0.000000 
 31,1700,+4,0.000000 
 31,1700,+10,0.000000 
 31,1700,+16,0.000000 
 31,1700,+22,0.000000 
 31,1700,+28,0.000000 
 31,1700,+34,0.000000 
 31,1700,+40,0.000000 
 31,1700,+46,0.000000 
 31,2000,+7,0.000000 
 31,2000,+13,0.000000 
 31,2000,+19,0.000000 
 31,2000,+25,0.000000 
 31,2000,+31,0.000000 
 31,2000,+37,0.000000 
 31,2000,+43,0.000000 
 31,2000,+49,0.000000 
 31,2000,+55,0.000000 
 31,2000,+61,0.000000 
 31,2000,+67,0.000000 
 31,2300,+4,0.000000 
 31,2300,+10,0.000000 
 31,2300,+16,0.000000 
 31,2300,+22,0.000000 
 31,2300,+28,0.000000 
 31,2300,+34,0.000000 
 31,2300,+40,0.000000 
 31,2300,+46,0.000000 
 31,2300,+52,0.000000 
 31,2300,+58,0.000000 
 31,2300,+64,0.000000 
 Start : 20210201 
 1,0200,+7,0.000000 
 1,0200,+13,0.000000 
 1,0200,+19,0.000000 
 1,0200,+25,0.000000 
 1,0200,+31,0.000000 
 1,0200,+37,0.000000 
 1,0200,+43,0.000000 
 1,0200,+49,0.000000 
 1,0200,+55,0.000000 
 1,0200,+61,0.000000 
 1,0500,+4,0.000000 
 1,0500,+10,0.000000 
 1,0500,+16,0.000000 
 1,0500,+22,0.000000 
 1,0500,+28,0.000000 
 1,0500,+34,0.000000 
 1,0500,+40,0.000000 
 1,0500,+46,0.000000 
 1,0500,+52,0.000000 
 1,0500,+58,0.000000 
 1,0800,+7,0.000000 
 1,0800,+13,0.000000 
 1,0800,+19,0.000000 
 1,0800,+25,0.000000 
 1,0800,+31,0.000000 
 1,0800,+37,0.000000 
 1,0800,+43,0.000000 
 1,0800,+49,0.000000 
 1,0800,+55,0.000000 
 1,1100,+4,0.000000 
 1,1100,+10,0.000000 
 1,1100,+16,0.000000 
 1,1100,+22,0.000000 
 1,1100,+28,0.000000 
 1,1100,+34,0.000000 
 1,1100,+40,0.000000 
 1,1100,+46,0.000000 
 1,1100,+52,0.000000 
 1,1400,+7,0.000000 
 1,1400,+13,0.000000 
 1,1400,+19,0.000000 
 1,1400,+25,0.000000 
 1,1400,+31,0.000000 
 1,1400,+37,0.000000 
 1,1400,+43,0.000000 
 1,1400,+49,0.000000 
 1,1700,+4,0.000000 
 1,1700,+10,0.000000 
 1,1700,+16,0.000000 
 1,1700,+22,0.000000 
 1,1700,+28,0.000000 
 1,1700,+34,0.000000 
 1,1700,+40,0.000000 
 1,1700,+46,0.000000 
 1,2000,+7,0.000000 
 1,2000,+13,0.000000 
 1,2000,+19,0.000000 
 1,2000,+25,0.000000 
 1,2000,+31,0.000000 
 1,2000,+37,0.000000 
 1,2000,+43,0.000000 
 1,2000,+49,0.000000 
 1,2000,+55,0.000000 
 1,2000,+61,0.000000 
 1,2000,+67,0.000000 
 1,2300,+4,0.000000 
 1,2300,+10,0.000000 
 1,2300,+16,0.000000 
 1,2300,+22,0.000000 
 1,2300,+28,0.000000 
 1,2300,+34,0.000000 
 1,2300,+40,0.000000 
 1,2300,+46,0.000000 
 1,2300,+52,0.000000 
 1,2300,+58,0.000000 
 1,2300,+64,0.000000 
 2,0200,+7,0.000000 
 2,0200,+13,0.000000 
 2,0200,+19,0.000000 
 2,0200,+25,0.000000 
 2,0200,+31,0.000000 
 2,0200,+37,0.000000 
 2,0200,+43,0.000000 
 2,0200,+49,0.000000 
 2,0200,+55,0.000000 
 2,0200,+61,0.000000 
 2,0500,+4,0.000000 
 2,0500,+10,0.000000 
 2,0500,+16,0.000000 
 2,0500,+22,0.000000 
 2,0500,+28,0.000000 
 2,0500,+34,0.000000 
 2,0500,+40,0.000000 
 2,0500,+46,0.000000 
 2,0500,+52,0.000000 
 2,0500,+58,0.000000 
 2,0800,+7,0.000000 
 2,0800,+13,0.000000 
 2,0800,+19,0.000000 
 2,0800,+25,0.000000 
 2,0800,+31,0.000000 
 2,0800,+37,0.000000 
 2,0800,+43,0.000000 
 2,0800,+49,0.000000 
 2,0800,+55,0.000000 
 2,1100,+4,0.000000 
 2,1100,+10,0.000000 
 2,1100,+16,0.000000 
 2,1100,+22,0.000000 
 2,1100,+28,0.000000 
 2,1100,+34,0.000000 
 2,1100,+40,0.000000 
 2,1100,+46,0.000000 
 2,1100,+52,0.000000 
 2,1400,+7,0.000000 
 2,1400,+13,0.000000 
 2,1400,+19,0.000000 
 2,1400,+25,0.000000 
 2,1400,+31,0.000000 
 2,1400,+37,0.000000 
 2,1400,+43,0.000000 
 2,1400,+49,0.000000 
 2,1700,+4,0.000000 
 2,1700,+10,0.000000 
 2,1700,+16,0.000000 
 2,1700,+22,0.000000 
 2,1700,+28,0.000000 
 2,1700,+34,0.000000 
 2,1700,+40,0.000000 
 2,1700,+46,0.000000 
 2,2000,+7,0.000000 
 2,2000,+13,0.000000 
 2,2000,+19,0.000000 
 2,2000,+25,0.000000 
 2,2000,+31,0.000000 
 2,2000,+37,0.000000 
 2,2000,+43,0.000000 
 2,2000,+49,0.000000 
 2,2000,+55,0.000000 
 2,2000,+61,0.000000 
 2,2000,+67,0.000000 
 2,2300,+4,0.000000 
 2,2300,+10,0.000000 
 2,2300,+16,0.000000 
 2,2300,+22,0.000000 
 2,2300,+28,0.000000 
 2,2300,+34,0.000000 
 2,2300,+40,0.000000 
 2,2300,+46,0.000000 
 2,2300,+52,0.000000 
 2,2300,+58,0.000000 
 2,2300,+64,0.000000 
 3,0200,+7,0.000000 
 3,0200,+13,0.000000 
 3,0200,+19,0.000000 
 3,0200,+25,0.000000 
 3,0200,+31,0.000000 
 3,0200,+37,0.000000 
 3,0200,+43,0.000000 
 3,0200,+49,0.000000 
 3,0200,+55,0.000000 
 3,0200,+61,0.000000 
 3,0500,+4,0.000000 
 3,0500,+10,0.000000 
 3,0500,+16,0.000000 
 3,0500,+22,0.000000 
 3,0500,+28,0.000000 
 3,0500,+34,0.000000 
 3,0500,+40,0.000000 
 3,0500,+46,0.000000 
 3,0500,+52,0.000000 
 3,0500,+58,0.000000 
 3,0800,+7,0.000000 
 3,0800,+13,0.000000 
 3,0800,+19,0.000000 
 3,0800,+25,0.000000 
 3,0800,+31,0.000000 
 3,0800,+37,0.000000 
 3,0800,+43,0.000000 
 3,0800,+49,0.000000 
 3,0800,+55,0.000000 
 3,1100,+4,0.000000 
 3,1100,+10,0.000000 
 3,1100,+16,0.000000 
 3,1100,+22,0.000000 
 3,1100,+28,0.000000 
 3,1100,+34,0.000000 
 3,1100,+40,0.000000 
 3,1100,+46,0.000000 
 3,1100,+52,0.000000 
 3,1400,+7,0.000000 
 3,1400,+13,0.000000 
 3,1400,+19,0.000000 
 3,1400,+25,0.000000 
 3,1400,+31,0.000000 
 3,1400,+37,0.000000 
 3,1400,+43,0.000000 
 3,1400,+49,0.000000 
 3,1700,+4,0.000000 
 3,1700,+10,0.000000 
 3,1700,+16,0.000000 
 3,1700,+22,0.000000 
 3,1700,+28,0.000000 
 3,1700,+34,0.000000 
 3,1700,+40,0.000000 
 3,1700,+46,0.000000 
 3,2000,+7,0.000000 
 3,2000,+13,0.000000 
 3,2000,+19,0.000000 
 3,2000,+25,0.000000 
 3,2000,+31,0.000000 
 3,2000,+37,0.000000 
 3,2000,+43,0.000000 
 3,2000,+49,0.000000 
 3,2000,+55,0.000000 
 3,2000,+61,0.000000 
 3,2000,+67,0.000000 
 3,2300,+4,0.000000 
 3,2300,+10,0.000000 
 3,2300,+16,0.000000 
 3,2300,+22,0.000000 
 3,2300,+28,0.000000 
 3,2300,+34,0.000000 
 3,2300,+40,0.000000 
 3,2300,+46,0.000000 
 3,2300,+52,0.000000 
 3,2300,+58,0.000000 
 3,2300,+64,0.000000 
 4,0200,+7,0.000000 
 4,0200,+13,0.000000 
 4,0200,+19,0.000000 
 4,0200,+25,0.000000 
 4,0200,+31,0.000000 
 4,0200,+37,0.000000 
 4,0200,+43,0.000000 
 4,0200,+49,0.000000 
 4,0200,+55,0.000000 
 4,0200,+61,0.000000 
 4,0500,+4,0.000000 
 4,0500,+10,0.000000 
 4,0500,+16,0.000000 
 4,0500,+22,0.000000 
 4,0500,+28,0.000000 
 4,0500,+34,0.000000 
 4,0500,+40,0.000000 
 4,0500,+46,0.000000 
 4,0500,+52,0.000000 
 4,0500,+58,0.000000 
 4,0800,+7,0.000000 
 4,0800,+13,0.000000 
 4,0800,+19,0.000000 
 4,0800,+25,0.000000 
 4,0800,+31,0.000000 
 4,0800,+37,0.000000 
 4,0800,+43,0.000000 
 4,0800,+49,0.000000 
 4,0800,+55,0.000000 
 4,1100,+4,0.000000 
 4,1100,+10,0.000000 
 4,1100,+16,0.000000 
 4,1100,+22,0.000000 
 4,1100,+28,0.000000 
 4,1100,+34,0.000000 
 4,1100,+40,0.000000 
 4,1100,+46,0.000000 
 4,1100,+52,0.000000 
 4,1400,+7,0.000000 
 4,1400,+13,0.000000 
 4,1400,+19,0.000000 
 4,1400,+25,0.000000 
 4,1400,+31,0.000000 
 4,1400,+37,0.000000 
 4,1400,+43,0.000000 
 4,1400,+49,0.000000 
 4,1700,+4,0.000000 
 4,1700,+10,0.000000 
 4,1700,+16,0.000000 
 4,1700,+22,0.000000 
 4,1700,+28,0.000000 
 4,1700,+34,0.000000 
 4,1700,+40,0.000000 
 4,1700,+46,0.000000 
 4,2000,+7,0.000000 
 4,2000,+13,0.000000 
 4,2000,+19,0.000000 
 4,2000,+25,0.000000 
 4,2000,+31,0.000000 
 4,2000,+37,0.000000 
 4,2000,+43,0.000000 
 4,2000,+49,0.000000 
 4,2000,+55,0.000000 
 4,2000,+61,0.000000 
 4,2000,+67,0.000000 
 4,2300,+4,0.000000 
 4,2300,+10,0.000000 
 4,2300,+16,0.000000 
 4,2300,+22,0.000000 
 4,2300,+28,0.000000 
 4,2300,+34,0.000000 
 4,2300,+40,0.000000 
 4,2300,+46,0.000000 
 4,2300,+52,0.000000 
 4,2300,+58,0.000000 
 4,2300,+64,0.000000 
 5,0200,+7,0.000000 
 5,0200,+13,0.000000 
 5,0200,+19,0.000000 
 5,0200,+25,0.000000 
 5,0200,+31,0.000000 
 5,0200,+37,0.000000 
 5,0200,+43,0.000000 
 5,0200,+49,0.000000 
 5,0200,+55,0.000000 
 5,0200,+61,0.000000 
 5,0500,+4,0.000000 
 5,0500,+10,0.000000 
 5,0500,+16,0.000000 
 5,0500,+22,0.000000 
 5,0500,+28,0.000000 
 5,0500,+34,0.000000 
 5,0500,+40,0.000000 
 5,0500,+46,0.000000 
 5,0500,+52,0.000000 
 5,0500,+58,0.000000 
 5,0800,+7,0.000000 
 5,0800,+13,0.000000 
 5,0800,+19,0.000000 
 5,0800,+25,0.000000 
 5,0800,+31,0.000000 
 5,0800,+37,0.000000 
 5,0800,+43,0.000000 
 5,0800,+49,0.000000 
 5,0800,+55,0.000000 
 5,1100,+4,0.000000 
 5,1100,+10,0.000000 
 5,1100,+16,0.000000 
 5,1100,+22,0.000000 
 5,1100,+28,0.000000 
 5,1100,+34,0.000000 
 5,1100,+40,0.000000 
 5,1100,+46,0.000000 
 5,1100,+52,0.000000 
 5,1400,+7,0.000000 
 5,1400,+13,0.000000 
 5,1400,+19,0.000000 
 5,1400,+25,0.000000 
 5,1400,+31,0.000000 
 5,1400,+37,0.000000 
 5,1400,+43,0.000000 
 5,1400,+49,0.000000 
 5,1700,+4,0.000000 
 5,1700,+10,0.000000 
 5,1700,+16,0.000000 
 5,1700,+22,0.000000 
 5,1700,+28,0.000000 
 5,1700,+34,0.000000 
 5,1700,+40,0.000000 
 5,1700,+46,0.000000 
 5,2000,+7,0.000000 
 5,2000,+13,0.000000 
 5,2000,+19,0.000000 
 5,2000,+25,0.000000 
 5,2000,+31,0.000000 
 5,2000,+37,0.000000 
 5,2000,+43,0.000000 
 5,2000,+49,0.000000 
 5,2000,+55,0.000000 
 5,2000,+61,0.000000 
 5,2000,+67,0.000000 
 5,2300,+4,0.000000 
 5,2300,+10,0.000000 
 5,2300,+16,0.000000 
 5,2300,+22,0.000000 
 5,2300,+28,0.000000 
 5,2300,+34,0.000000 
 5,2300,+40,0.000000 
 5,2300,+46,0.000000 
 5,2300,+52,0.000000 
 5,2300,+58,0.000000 
 5,2300,+64,0.000000 
 6,0200,+7,0.000000 
 6,0200,+13,0.000000 
 6,0200,+19,0.000000 
 6,0200,+25,0.000000 
 6,0200,+31,0.000000 
 6,0200,+37,0.000000 
 6,0200,+43,0.000000 
 6,0200,+49,0.000000 
 6,0200,+55,0.000000 
 6,0200,+61,0.000000 
 6,0500,+4,0.000000 
 6,0500,+10,0.000000 
 6,0500,+16,0.000000 
 6,0500,+22,0.000000 
 6,0500,+28,0.000000 
 6,0500,+34,0.000000 
 6,0500,+40,0.000000 
 6,0500,+46,0.000000 
 6,0500,+52,0.000000 
 6,0500,+58,0.000000 
 6,0800,+7,0.000000 
 6,0800,+13,0.000000 
 6,0800,+19,0.000000 
 6,0800,+25,0.000000 
 6,0800,+31,0.000000 
 6,0800,+37,0.000000 
 6,0800,+43,0.000000 
 6,0800,+49,0.000000 
 6,0800,+55,0.000000 
 6,1100,+4,0.000000 
 6,1100,+10,0.000000 
 6,1100,+16,0.000000 
 6,1100,+22,0.000000 
 6,1100,+28,0.000000 
 6,1100,+34,0.000000 
 6,1100,+40,0.000000 
 6,1100,+46,0.000000 
 6,1100,+52,0.000000 
 6,1400,+7,0.000000 
 6,1400,+13,0.000000 
 6,1400,+19,0.000000 
 6,1400,+25,0.000000 
 6,1400,+31,0.000000 
 6,1400,+37,0.000000 
 6,1400,+43,0.000000 
 6,1400,+49,0.000000 
 6,1700,+4,0.000000 
 6,1700,+10,0.000000 
 6,1700,+16,0.000000 
 6,1700,+22,0.000000 
 6,1700,+28,0.000000 
 6,1700,+34,0.000000 
 6,1700,+40,0.000000 
 6,1700,+46,0.000000 
 6,2000,+7,0.000000 
 6,2000,+13,0.000000 
 6,2000,+19,0.000000 
 6,2000,+25,0.000000 
 6,2000,+31,0.000000 
 6,2000,+37,0.000000 
 6,2000,+43,0.000000 
 6,2000,+49,0.000000 
 6,2000,+55,0.000000 
 6,2000,+61,0.000000 
 6,2000,+67,0.000000 
 6,2300,+4,0.000000 
 6,2300,+10,0.000000 
 6,2300,+16,0.000000 
 6,2300,+22,0.000000 
 6,2300,+28,0.000000 
 6,2300,+34,0.000000 
 6,2300,+40,0.000000 
 6,2300,+46,0.000000 
 6,2300,+52,0.000000 
 6,2300,+58,0.000000 
 6,2300,+64,0.000000 
 7,0200,+7,0.000000 
 7,0200,+13,0.000000 
 7,0200,+19,0.000000 
 7,0200,+25,0.000000 
 7,0200,+31,0.000000 
 7,0200,+37,0.000000 
 7,0200,+43,0.000000 
 7,0200,+49,0.000000 
 7,0200,+55,0.000000 
 7,0200,+61,0.000000 
 7,0500,+4,0.000000 
 7,0500,+10,0.000000 
 7,0500,+16,0.000000 
 7,0500,+22,0.000000 
 7,0500,+28,0.000000 
 7,0500,+34,0.000000 
 7,0500,+40,0.000000 
 7,0500,+46,0.000000 
 7,0500,+52,0.000000 
 7,0500,+58,0.000000 
 7,0800,+7,0.000000 
 7,0800,+13,0.000000 
 7,0800,+19,0.000000 
 7,0800,+25,0.000000 
 7,0800,+31,0.000000 
 7,0800,+37,0.000000 
 7,0800,+43,0.000000 
 7,0800,+49,0.000000 
 7,0800,+55,0.000000 
 7,1100,+4,0.000000 
 7,1100,+10,0.000000 
 7,1100,+16,0.000000 
 7,1100,+22,0.000000 
 7,1100,+28,0.000000 
 7,1100,+34,0.000000 
 7,1100,+40,0.000000 
 7,1100,+46,0.000000 
 7,1100,+52,0.000000 
 7,1400,+7,0.000000 
 7,1400,+13,0.000000 
 7,1400,+19,0.000000 
 7,1400,+25,0.000000 
 7,1400,+31,0.000000 
 7,1400,+37,0.000000 
 7,1400,+43,0.000000 
 7,1400,+49,0.000000 
 7,1700,+4,0.000000 
 7,1700,+10,0.000000 
 7,1700,+16,0.000000 
 7,1700,+22,0.000000 
 7,1700,+28,0.000000 
 7,1700,+34,0.000000 
 7,1700,+40,0.000000 
 7,1700,+46,0.000000 
 7,2000,+7,0.000000 
 7,2000,+13,0.000000 
 7,2000,+19,0.000000 
 7,2000,+25,0.000000 
 7,2000,+31,0.000000 
 7,2000,+37,0.000000 
 7,2000,+43,0.000000 
 7,2000,+49,0.000000 
 7,2000,+55,0.000000 
 7,2000,+61,0.000000 
 7,2000,+67,0.000000 
 7,2300,+4,0.000000 
 7,2300,+10,0.000000 
 7,2300,+16,0.000000 
 7,2300,+22,0.000000 
 7,2300,+28,0.000000 
 7,2300,+34,0.000000 
 7,2300,+40,0.000000 
 7,2300,+46,0.000000 
 7,2300,+52,0.000000 
 7,2300,+58,0.000000 
 7,2300,+64,0.000000 
 8,0200,+7,0.000000 
 8,0200,+13,0.000000 
 8,0200,+19,0.000000 
 8,0200,+25,0.000000 
 8,0200,+31,0.000000 
 8,0200,+37,0.000000 
 8,0200,+43,0.000000 
 8,0200,+49,0.000000 
 8,0200,+55,0.000000 
 8,0200,+61,0.000000 
 8,0500,+4,0.000000 
 8,0500,+10,0.000000 
 8,0500,+16,0.000000 
 8,0500,+22,0.000000 
 8,0500,+28,0.000000 
 8,0500,+34,0.000000 
 8,0500,+40,0.000000 
 8,0500,+46,0.000000 
 8,0500,+52,0.000000 
 8,0500,+58,0.000000 
 8,0800,+7,0.000000 
 8,0800,+13,0.000000 
 8,0800,+19,0.000000 
 8,0800,+25,0.000000 
 8,0800,+31,0.000000 
 8,0800,+37,0.000000 
 8,0800,+43,0.000000 
 8,0800,+49,0.000000 
 8,0800,+55,0.000000 
 8,1100,+4,0.000000 
 8,1100,+10,0.000000 
 8,1100,+16,0.000000 
 8,1100,+22,0.000000 
 8,1100,+28,0.000000 
 8,1100,+34,0.000000 
 8,1100,+40,0.000000 
 8,1100,+46,0.000000 
 8,1100,+52,0.000000 
 8,1400,+7,0.000000 
 8,1400,+13,0.000000 
 8,1400,+19,0.000000 
 8,1400,+25,0.000000 
 8,1400,+31,0.000000 
 8,1400,+37,0.000000 
 8,1400,+43,0.000000 
 8,1400,+49,0.000000 
 8,1700,+4,0.000000 
 8,1700,+10,0.000000 
 8,1700,+16,0.000000 
 8,1700,+22,0.000000 
 8,1700,+28,0.000000 
 8,1700,+34,0.000000 
 8,1700,+40,0.000000 
 8,1700,+46,0.000000 
 8,2000,+7,0.000000 
 8,2000,+13,0.000000 
 8,2000,+19,0.000000 
 8,2000,+25,0.000000 
 8,2000,+31,0.000000 
 8,2000,+37,0.000000 
 8,2000,+43,0.000000 
 8,2000,+49,0.000000 
 8,2000,+55,0.000000 
 8,2000,+61,0.000000 
 8,2000,+67,0.000000 
 8,2300,+4,0.000000 
 8,2300,+10,0.000000 
 8,2300,+16,0.000000 
 8,2300,+22,0.000000 
 8,2300,+28,0.000000 
 8,2300,+34,0.000000 
 8,2300,+40,0.000000 
 8,2300,+46,0.000000 
 8,2300,+52,0.000000 
 8,2300,+58,0.000000 
 8,2300,+64,0.000000 
 9,0200,+7,0.000000 
 9,0200,+13,0.000000 
 9,0200,+19,0.000000 
 9,0200,+25,0.000000 
 9,0200,+31,0.000000 
 9,0200,+37,0.000000 
 9,0200,+43,0.000000 
 9,0200,+49,0.000000 
 9,0200,+55,0.000000 
 9,0200,+61,0.000000 
 9,0500,+4,0.000000 
 9,0500,+10,0.000000 
 9,0500,+16,0.000000 
 9,0500,+22,0.000000 
 9,0500,+28,0.000000 
 9,0500,+34,0.000000 
 9,0500,+40,0.000000 
 9,0500,+46,0.000000 
 9,0500,+52,0.000000 
 9,0500,+58,0.000000 
 9,0800,+7,0.000000 
 9,0800,+13,0.000000 
 9,0800,+19,0.000000 
 9,0800,+25,0.000000 
 9,0800,+31,0.000000 
 9,0800,+37,0.000000 
 9,0800,+43,0.000000 
 9,0800,+49,0.000000 
 9,0800,+55,0.000000 
 9,1100,+4,0.000000 
 9,1100,+10,0.000000 
 9,1100,+16,0.000000 
 9,1100,+22,0.000000 
 9,1100,+28,0.000000 
 9,1100,+34,0.000000 
 9,1100,+40,0.000000 
 9,1100,+46,0.000000 
 9,1100,+52,0.000000 
 9,1400,+7,0.000000 
 9,1400,+13,0.000000 
 9,1400,+19,0.000000 
 9,1400,+25,0.000000 
 9,1400,+31,0.000000 
 9,1400,+37,0.000000 
 9,1400,+43,0.000000 
 9,1400,+49,0.000000 
 9,1700,+4,0.000000 
 9,1700,+10,0.000000 
 9,1700,+16,0.000000 
 9,1700,+22,0.000000 
 9,1700,+28,0.000000 
 9,1700,+34,0.000000 
 9,1700,+40,0.000000 
 9,1700,+46,0.000000 
 9,2000,+7,0.000000 
 9,2000,+13,0.000000 
 9,2000,+19,0.000000 
 9,2000,+25,0.000000 
 9,2000,+31,0.000000 
 9,2000,+37,0.000000 
 9,2000,+43,0.000000 
 9,2000,+49,0.000000 
 9,2000,+55,0.000000 
 9,2000,+61,0.000000 
 9,2000,+67,0.000000 
 9,2300,+4,0.000000 
 9,2300,+10,0.000000 
 9,2300,+16,0.000000 
 9,2300,+22,0.000000 
 9,2300,+28,0.000000 
 9,2300,+34,0.000000 
 9,2300,+40,0.000000 
 9,2300,+46,0.000000 
 9,2300,+52,0.000000 
 9,2300,+58,0.000000 
 9,2300,+64,0.000000 
 10,0200,+7,0.000000 
 10,0200,+13,0.000000 
 10,0200,+19,0.000000 
 10,0200,+25,0.000000 
 10,0200,+31,0.000000 
 10,0200,+37,0.000000 
 10,0200,+43,0.000000 
 10,0200,+49,0.000000 
 10,0200,+55,0.000000 
 10,0200,+61,0.000000 
 10,0500,+4,0.000000 
 10,0500,+10,0.000000 
 10,0500,+16,0.000000 
 10,0500,+22,0.000000 
 10,0500,+28,0.000000 
 10,0500,+34,0.000000 
 10,0500,+40,0.000000 
 10,0500,+46,0.000000 
 10,0500,+52,0.000000 
 10,0500,+58,0.000000 
 10,0800,+7,0.000000 
 10,0800,+13,0.000000 
 10,0800,+19,0.000000 
 10,0800,+25,0.000000 
 10,0800,+31,0.000000 
 10,0800,+37,0.000000 
 10,0800,+43,0.000000 
 10,0800,+49,0.000000 
 10,0800,+55,0.000000 
 10,1100,+4,0.000000 
 10,1100,+10,0.000000 
